"dep","dur","mem","wday","temp","prec","rushhour"
2021-09-11 08:57:22,623,0,"Saturday",18.4,0,1
2021-09-25 09:52:07,819,0,"Saturday",16.7,0,1
2021-09-04 13:07:26,149,0,"Saturday",19,0,3
2021-09-04 14:26:14,970,0,"Saturday",19,0,3
2021-09-11 12:30:58,1916,0,"Saturday",18.4,0,3
2021-09-04 22:43:32,4582,0,"Saturday",19,0,3
2021-09-25 20:34:39,441,0,"Saturday",16.7,0,3
2021-09-18 17:45:27,1079,0,"Saturday",18.7,0,2
2021-09-25 18:44:34,543,0,"Saturday",16.7,0,2
2021-09-18 15:38:37,2339,0,"Saturday",18.7,0,2
2021-09-25 16:50:32,1000,0,"Saturday",16.7,0,2
2021-09-04 15:36:52,1153,0,"Saturday",19,0,2
2021-10-02 09:54:05,881,0,"Saturday",11.9,11.4,1
2021-10-09 07:29:03,746,0,"Saturday",16,0,1
2021-10-09 07:38:40,2214,0,"Saturday",16,0,1
2021-10-23 08:13:43,904,0,"Saturday",4.9,0,1
2021-10-16 09:04:27,515,0,"Saturday",15.8,18.7,1
2021-10-23 12:12:08,5611,0,"Saturday",4.9,0,3
2021-10-30 02:16:04,200,0,"Saturday",8.2,11.6,3
2021-10-09 00:34:35,851,0,"Saturday",16,0,3
2021-10-23 14:55:51,1333,0,"Saturday",4.9,0,3
2021-10-30 13:38:01,1096,0,"Saturday",8.2,11.6,3
2021-10-16 18:42:13,494,0,"Saturday",15.8,18.7,2
2021-10-16 15:38:15,446,0,"Saturday",15.8,18.7,2
2021-10-30 15:48:59,926,0,"Saturday",8.2,11.6,2
2021-10-30 15:25:11,363,0,"Saturday",8.2,11.6,2
2021-10-09 17:47:49,1678,0,"Saturday",16,0,2
2021-05-30 07:59:26,1890,0,"Sunday",13.6,0.9,1
2021-05-02 08:47:02,1321,0,"Sunday",10,0,1
2021-05-16 09:51:59,1463,0,"Sunday",15.8,0.3,1
2021-05-23 09:09:57,1292,0,"Sunday",15.8,0.5,1
2021-05-02 08:48:24,574,0,"Sunday",10,0,1
2021-05-23 00:30:46,530,0,"Sunday",15.8,0.5,3
2021-05-02 12:12:07,1638,0,"Sunday",10,0,3
2021-05-16 10:46:58,916,0,"Sunday",15.8,0.3,3
2021-05-02 14:21:53,1351,0,"Sunday",10,0,3
2021-05-30 12:58:48,1535,0,"Sunday",13.6,0.9,3
2021-05-23 15:41:30,794,0,"Sunday",15.8,0.5,2
2021-05-02 18:16:05,2582,0,"Sunday",10,0,2
2021-05-02 18:55:28,636,0,"Sunday",10,0,2
2021-05-09 16:34:32,609,0,"Sunday",11.4,0,2
2021-05-16 18:17:43,1555,0,"Sunday",15.8,0.3,2
2021-06-13 09:10:43,828,0,"Sunday",21.6,2.8,1
2021-06-13 08:01:17,1322,0,"Sunday",21.6,2.8,1
2021-06-27 07:37:51,3765,0,"Sunday",26.9,0,1
2021-06-06 07:47:53,1956,0,"Sunday",24.5,0,1
2021-06-20 07:42:04,1608,0,"Sunday",21.8,0,1
2021-06-06 00:26:47,1613,0,"Sunday",24.5,0,3
2021-06-20 19:34:28,1336,0,"Sunday",21.8,0,3
2021-06-27 19:20:57,1683,0,"Sunday",26.9,0,3
2021-06-06 13:02:43,351,0,"Sunday",24.5,0,3
2021-06-06 13:25:03,914,0,"Sunday",24.5,0,3
2021-06-06 17:14:13,606,0,"Sunday",24.5,0,2
2021-06-20 18:10:36,3378,0,"Sunday",21.8,0,2
2021-06-06 18:41:46,421,0,"Sunday",24.5,0,2
2021-06-06 16:47:04,2036,0,"Sunday",24.5,0,2
2021-06-20 15:59:42,997,0,"Sunday",21.8,0,2
2021-07-11 07:34:13,608,0,"Sunday",21,0,1
2021-07-04 09:54:13,560,0,"Sunday",18.4,0,1
2021-07-04 07:44:54,755,0,"Sunday",18.4,0,1
2021-07-11 09:52:57,1424,0,"Sunday",21,0,1
2021-07-04 09:46:51,962,0,"Sunday",18.4,0,1
2021-07-18 00:34:34,2433,0,"Sunday",21.8,0,3
2021-07-11 00:14:09,869,0,"Sunday",21,0,3
2021-07-04 00:26:16,3291,0,"Sunday",18.4,0,3
